,0,1,2,3,4,5
0.0,1.0172125361373476,0.9327974609385087,0.9926764437524088,1.0147146578264732,0.9998128188421898,1.0073412564937076
2.5,0.5338558727219597,2.774466215667405,0.6950310496621759,1.1772224060985406,0.7452368686016463,0.6172272041098976
5.0,0.27517039445295344,2.9135247674196005,0.47386140919869935,1.842376382377827,0.618728970560339,0.3827076434177844
7.5,0.15791684540209325,2.954459940479384,0.3289358559486971,2.282821239135062,0.5349522618326007,0.24107777535993494
10.0,0.07237247526752066,2.9595539343062436,0.22411443060004924,2.5132204565373226,0.5018817194049698,0.1325959871760286
12.5,0.04472364296433287,2.946180335164823,0.15192039080411765,2.673468180386669,0.4791819842159614,0.08602344032142549
15.0,0.0327541921372476,2.996593964077874,0.09594551485938586,2.76200588989411,0.4776907598238852,0.05870009363021577
17.5,0.027982280489118147,3.0195186738243556,0.07079919457212364,2.8913949248444544,0.4587644869419013,0.04070645392346047
20.0,0.012825015357295163,3.040259566974614,0.06130337728715878,2.947816036979939,0.4555140371787157,0.01288262998971048
22.5,0.0023790526770292096,2.98333971899606,0.005768545596462834,2.9643772529481325,0.43697450811645455,0.004478435444493294
25.0,-0.0034739918427584403,2.9916367529956696,0.010115812328187746,2.9519745327745506,0.444202811490797,0.01171487545003179
27.5,-0.007242338379391879,3.001151342376576,0.0005179656316035338,2.9740519685041096,0.4384959848675655,-0.009114936831576013
30.0,0.010053533665615653,3.0405663237071,-0.0004946585065110868,2.987956877239956,0.4406498664541264,0.011806115937612239
32.5,0.016809439189435005,3.043358898762043,0.018112963125077326,2.9383239021551435,0.4422538680846104,-0.008879474018272077
35.0,-0.006669586183975947,2.960316652377492,-0.014844867674088167,2.9761736729248365,0.4454947597396878,0.005137362837818004
37.5,0.01749823853672822,3.031259611875543,-0.014042927264260707,2.950388171549919,0.4266567165380665,-0.008389701133085976
40.0,-0.007712855587048516,2.9353794764922276,-0.006809357234237932,3.0010088304498157,0.4353018275801215,0.012696829156901769
42.5,0.008106228179848794,2.9634471791266632,0.0014600705789366802,2.9960654947794847,0.44418477240656634,-0.004289703661981958
45.0,0.002588190756840542,3.019946823412531,0.0014154535358380073,2.9456469996032024,0.434134999340205,0.008224417150314073
47.5,-0.005233407151430664,3.04297200344854,0.02046887134979347,2.9705974992625963,0.4428728876825712,-0.013468304610666537
50.0,0.004161936425604055,2.974954936904564,-0.0034919146196692916,2.979058144055939,0.4326701446491503,-0.005497943146480423
